14771137	261-05-0736	3	2015-10-06	1.07	1.07
14771137	261-05-0736	3	2016-01-28	1.12	1.12
14771137	261-05-0736	3	2017-10-08	1.12	0.99
14771137	261-05-0736	3	2017-10-22	1.12	1.12
14771137	261-05-0736	3	2017-11-05	1.12	0.99
14771137	261-05-0736	3	2017-11-19	1.12	1.12
14771137	261-05-0736	3	2018-02-07	1.12	1.12
14771137	261-05-0736	3	2018-02-15	1.12	1.12
14771137	261-05-0736	4	2015-10-06	1.07	1.07
14771137	261-05-0736	4	2016-01-28	1.12	1.12
14771137	261-05-0736	4	2017-10-08	1.12	0.99
14771137	261-05-0736	4	2017-10-22	1.12	1.12
14771137	261-05-0736	4	2017-11-05	1.12	0.99
14771137	261-05-0736	4	2017-11-19	1.12	1.12
14771137	261-05-0736	4	2018-02-07	1.12	1.12
14771137	261-05-0736	5	2015-10-06	1.07	1.07
14771137	261-05-0736	5	2016-01-28	1.12	1.12
14771137	261-05-0736	5	2017-10-08	1.12	0.99
14771137	261-05-0736	5	2017-10-22	1.12	1.12
14771137	261-05-0736	5	2017-11-05	1.12	0.99
14771137	261-05-0736	5	2017-11-19	1.12	1.12
14771137	261-05-0736	5	2018-02-07	1.12	1.12
14771137	261-05-0736	12	2015-10-06	0.99	0.99
14771137	261-05-0736	12	2016-01-28	1.12	1.12
14771137	261-05-0736	12	2017-10-08	1.12	0.99
14771137	261-05-0736	12	2017-10-22	1.12	1.12
14771137	261-05-0736	12	2017-11-05	1.12	0.99
14771137	261-05-0736	12	2017-11-19	1.12	1.12
14771137	261-05-0736	13	2015-10-04	1.07	1.07
14771137	261-05-0736	13	2016-01-28	1.12	1.12
14771137	261-05-0736	13	2017-10-08	1.12	0.99
14771137	261-05-0736	13	2017-10-22	1.12	1.12
14771137	261-05-0736	13	2017-11-05	1.12	0.99
14771137	261-05-0736	13	2017-11-19	1.12	1.12
14771137	261-05-0736	19	2015-10-06	1.07	1.07
14771137	261-05-0736	19	2016-01-28	1.12	1.12
14771137	261-05-0736	19	2017-10-08	1.12	0.99
14771137	261-05-0736	19	2017-10-22	1.12	1.12
14771137	261-05-0736	19	2017-11-05	1.12	0.99
14771137	261-05-0736	19	2017-11-19	1.12	1.12
14771137	261-05-0736	24	2015-10-06	1.14	1.14
14771137	261-05-0736	24	2016-01-28	1.12	1.12
14771137	261-05-0736	24	2017-10-08	1.12	0.99
14771137	261-05-0736	24	2017-10-22	1.12	1.12
14771137	261-05-0736	24	2017-11-05	1.12	0.99
14771137	261-05-0736	24	2017-11-19	1.12	1.12
14771137	261-05-0736	26	2015-10-06	1.07	1.07
14771137	261-05-0736	26	2016-01-28	1.12	1.12
14771137	261-05-0736	26	2017-10-08	1.12	0.99
14771137	261-05-0736	26	2017-10-22	1.12	1.12
14771137	261-05-0736	26	2017-11-05	1.12	0.99
14771137	261-05-0736	26	2017-11-19	1.12	1.12
14771137	261-05-0736	43	2015-10-06	1.07	1.07
14771137	261-05-0736	43	2016-01-28	1.12	1.12
14771137	261-05-0736	43	2017-10-08	1.12	0.99
14771137	261-05-0736	43	2017-10-22	1.12	1.12
14771137	261-05-0736	43	2017-11-05	1.12	0.99
14771137	261-05-0736	43	2017-11-19	1.12	1.12
14771137	261-05-0736	43	2018-02-07	1.12	1.12
14771137	261-05-0736	44	2015-10-03	1.07	1.07
14771137	261-05-0736	44	2016-01-28	1.12	1.12
14771137	261-05-0736	48	2015-10-06	1.07	1.07
14771137	261-05-0736	48	2016-01-28	1.12	1.12
14771137	261-05-0736	48	2017-03-28	1.22	1.22
14771137	261-05-0736	48	2017-10-08	1.22	0.99
14771137	261-05-0736	48	2017-10-22	1.22	1.22
14771137	261-05-0736	48	2017-11-05	1.22	0.99
14771137	261-05-0736	48	2017-11-19	1.22	1.22
14771137	261-05-0736	48	2018-01-26	1.22	1.22
14771137	261-05-0736	52	2015-10-06	0.99	0.99
14771137	261-05-0736	52	2016-01-28	1.12	1.12
14771137	261-05-0736	52	2017-02-09	1.17	1.17
14771137	261-05-0736	52	2017-02-19	1.12	1.12
14771137	261-05-0736	52	2017-02-20	1.17	1.17
14771137	261-05-0736	52	2017-03-28	1.22	1.22
14771137	261-05-0736	52	2017-08-11	1.12	1.12
14771137	261-05-0736	52	2017-10-08	1.12	0.99
14771137	261-05-0736	52	2017-10-22	1.12	1.12
14771137	261-05-0736	52	2017-11-05	1.12	0.99
14771137	261-05-0736	52	2017-11-19	1.12	1.12
14771137	261-05-0736	55	2015-10-06	1.07	1.07
14771137	261-05-0736	55	2016-01-28	1.12	1.12
14771137	261-05-0736	55	2017-10-08	1.12	0.99
14771137	261-05-0736	55	2017-10-22	1.12	1.12
14771137	261-05-0736	55	2017-11-05	1.12	0.99
14771137	261-05-0736	55	2017-11-19	1.12	1.12
14771137	261-05-0736	61	2015-10-06	1.07	1.07
14771137	261-05-0736	61	2016-01-28	1.12	1.12
14771137	261-05-0736	61	2017-10-08	1.12	0.99
14771137	261-05-0736	61	2017-10-22	1.12	1.12
14771137	261-05-0736	61	2017-11-05	1.12	0.99
14771137	261-05-0736	61	2017-11-19	1.12	1.12
14771137	261-05-0736	64	2015-10-06	1.17	1.17
14771137	261-05-0736	64	2017-02-08	1.19	1.19
14771137	261-05-0736	64	2017-02-19	1.17	1.17
14771137	261-05-0736	64	2017-02-20	1.19	1.19
14771137	261-05-0736	64	2017-07-31	1.22	1.22
14771137	261-05-0736	64	2017-08-01	1.19	1.19
14771137	261-05-0736	64	2017-08-11	1.22	1.22
14771137	261-05-0736	64	2017-10-08	1.22	0.99
14771137	261-05-0736	64	2017-10-22	1.22	1.22
14771137	261-05-0736	64	2017-11-05	1.22	0.99
